Driver.code,Q1_time,Q2_time,Q3_time,air_temp_mid,avg_lap_time,avg_tyre_life,constructor,driver,driverId,finishing_position,grid_position,humidity_mid,lapTime_best_sec,lapTime_mean_sec,lapTime_std_sec,laps_count,laps_total,num_pit_stops,pit_avg_duration_sec,pit_first_lap,pit_last_lap,pit_min_duration_sec,pit_stop_count,pit_total_duration_sec,points,qualiPosition,race_name,rainfall_mid,round,season,track_temp_mid,weather_airTemp_max,weather_airTemp_mean,weather_airTemp_min,weather_hours,weather_humidity_mean,weather_precip_total,weather_pressure_mean,weather_wind_mean,year,session_type,made_Q2,made_Q3,eliminated_in_Q1,eliminated_in_Q2,eliminated_in_Q3,qualifying_round_reached,pitted,multi_stop,one_stop
MAG,1:20.147,1:19.902,1:29.164,13.1,88.227393,31.5,Haas F1 Team,MAG,kevin_magnussen,9.0,8.0,75,92.945,121.7723333,23.90558405,6.0,6.0,1,33.765,18.0,18.0,33.765,1.0,33.765,2,4.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,True,False,False,True,3,True,False,True
MSC,1:20.422,1:20.916,,13.1,87.90707,20.66666667,Haas F1 Team,MSC,mick_schumacher,17.0,10.0,75,98.709,129.4974,19.11647636,5.0,5.0,2,31.152,18.0,52.0,30.984,2.0,62.304,0,12.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,False,False,True,False,2,True,True,False
NOR,1:20.168,1:19.294,1:29.131,13.1,87.740065,31.5,McLaren,NOR,norris,3.0,5.0,75,91.259,121.1933333,24.99048347,6.0,6.0,1,30.07,19.0,19.0,30.07,1.0,30.07,15,3.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,True,False,False,True,3,True,False,True
OCO,1:22.338,,,13.1,88.7183,31.0,Alpine,OCO,ocon,14.0,16.0,75,98.412,129.084,18.83655647,5.0,5.0,1,31.409,18.0,18.0,31.409,1.0,31.409,0,19.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,False,False,True,False,False,1,True,False,True
PER,1:19.773,1:19.296,1:29.808,13.1,87.112389,21.0,Red Bull Racing,PER,perez,2.0,3.0,75,91.004,120.9091667,25.60016483,6.0,6.0,2,29.9965,18.0,50.0,29.627,2.0,59.993,18,7.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,True,False,False,True,3,True,True,False
RIC,1:19.980,1:20.031,1:29.742,13.1,87.315107,20.66666667,McLaren,RIC,ricciardo,18.0,6.0,75,98.686,129.7164,19.39157114,5.0,5.0,3,30.97966667,2.0,30.0,30.155,3.0,92.939,0,6.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,True,False,False,True,3,True,True,False
RUS,1:20.383,1:20.757,,13.1,87.817016,31.5,Mercedes,RUS,russell,4.0,11.0,75,95.384,127.8158,20.66341331,5.0,5.0,1,31.079,18.0,18.0,31.079,1.0,31.079,12,11.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,False,False,True,False,2,True,False,True
SAI,1:19.305,1:18.990,,13.1,96.688319,1.0,Ferrari,SAI,sainz,20.0,4.0,75,93.249,96.4422,2.3310367635,,,0,,,,,0.0,,0,10.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,False,False,True,False,2,False,False,False
STR,1:20.342,1:28.119,,13.1,88.663433,31.0,Aston Martin,STR,stroll,10.0,15.0,75,97.08,128.7102,19.26636266,5.0,5.0,1,32.667,18.0,18.0,32.667,1.0,32.667,1,15.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,False,False,True,False,2,True,False,True
TSU,1:20.474,,,13.1,88.058393,31.5,AlphaTauri,TSU,tsunoda,7.0,12.0,75,96.584,128.432,19.52707744,5.0,5.0,1,30.372,18.0,18.0,30.372,1.0,30.372,6,16.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,False,False,True,False,False,1,True,False,True
VER,1:19.295,1:18.793,1:27.999,13.1,86.916338,21.0,Red Bull Racing,VER,max_verstappen,1.0,1.0,75,90.444,120.5205,26.31665905,6.0,6.0,2,29.9715,19.0,51.0,29.942,2.0,59.943,26,1.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,True,False,False,True,3,True,True,False
VET,1:20.364,1:19.957,1:31.062,13.1,88.237622,31.5,Aston Martin,VET,vettel,8.0,13.0,75,96.33,128.3414,19.77266536,5.0,5.0,1,30.484,17.0,17.0,30.484,1.0,30.484,4,9.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,True,False,False,True,3,True,False,True
ZHO,1:19.730,1:21.434,,13.1,87.992305,31.0,Alfa Romeo,ZHO,zhou,15.0,0.0,75,98.457,129.6142,18.95013814,5.0,5.0,1,32.203,18.0,18.0,32.203,1.0,32.203,0,14.0,Emilia Romagna Grand Prix,False,4,2022,17.0,15.9,12.91666667,9.1,24.0,75.5,2.4,1005.825,12.1875,2022,race,True,False,False,True,False,2,True,False,True
ALB,1:31.266,,,30.9,98.730796,28.5,Williams,ALB,albon,9.0,18.0,60,95.885,98.532,4.444430616,5.0,5.0,1,20.059,16.0,16.0,20.059,1.0,20.059,2,18.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,False,False,True,False,False,1,True,False,True
ALO,1:30.407,1:30.160,,30.9,98.63137,28.5,Alpine,ALO,alonso,11.0,11.0,60,95.647,97.1762,2.452588265,5.0,5.0,1,21.638,15.0,15.0,21.638,1.0,21.638,0,11.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,False,False,True,False,2,True,False,True
BOT,1:30.845,1:29.751,1:29.475,30.9,97.563754,28.5,Alfa Romeo,BOT,bottas,7.0,5.0,60,95.348,96.4452,1.974891567,5.0,5.0,1,19.614,26.0,26.0,19.614,1.0,19.614,6,5.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
GAS,1:30.779,1:30.128,1:29.690,30.9,96.067473,15.0,AlphaTauri,GAS,gasly,18.0,7.0,60,95.591,96.8566,2.150227732,5.0,5.0,3,19.275,16.0,40.0,19.007,2.0,38.55,0,7.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,True,False
HAM,1:30.388,1:29.797,1:29.625,30.9,97.457018,28.5,Mercedes,HAM,hamilton,6.0,6.0,60,95.17,96.8972,2.78206923,5.0,5.0,1,18.82,22.0,22.0,18.82,1.0,18.82,8,6.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
LAT,1:31.325,,,30.9,97.862415,28.5,Williams,LAT,latifi,14.0,19.0,60,96.857,99.5886,4.409783305,5.0,5.0,1,19.185,34.0,34.0,19.185,1.0,19.185,0,19.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,False,False,True,False,False,1,True,False,True
LEC,1:29.474,1:29.130,1:28.796,30.9,95.808461,28.5,Ferrari,LEC,leclerc,2.0,1.0,60,93.963,94.7634,1.086930909,5.0,5.0,1,19.697,24.0,24.0,19.697,1.0,19.697,18,1.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
MAG,1:30.975,,,30.9,97.92747,19.0,Haas F1 Team,MAG,kevin_magnussen,16.0,16.0,60,95.642,98.014,3.955382914,5.0,5.0,3,20.2165,12.0,42.0,19.76,2.0,40.433,0,16.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,False,False,True,False,False,1,True,True,False
MSC,1:30.645,1:30.423,,30.9,98.847442,19.0,Haas F1 Team,MSC,mick_schumacher,15.0,15.0,60,95.88,97.9626,3.613638167,5.0,5.0,2,26.397,14.0,54.0,20.413,2.0,52.794,0,15.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,False,False,True,False,2,True,True,False
NOR,1:30.761,1:29.634,1:29.750,30.9,95.531891,20.0,McLaren,NOR,norris,19.0,8.0,60,95.836,97.5806,2.989994532,5.0,5.0,1,19.986,18.0,18.0,19.986,1.0,19.986,0,8.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
OCO,,,,30.9,97.897777,28.5,Alpine,OCO,ocon,8.0,20.0,60,96.315,99.035,4.719916207,5.0,5.0,1,19.019,41.0,41.0,19.019,1.0,19.019,4,20.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,False,False,False,False,False,1,True,False,True
PER,1:30.055,1:29.673,1:29.036,30.9,96.037117,19.0,Red Bull Racing,PER,perez,4.0,4.0,60,94.71,95.759,1.846112943,5.0,5.0,2,18.476,27.0,41.0,18.433,2.0,36.952,12,4.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,True,False
RIC,1:30.583,1:30.310,,30.9,97.669788,19.0,McLaren,RIC,ricciardo,13.0,14.0,60,95.499,98.2188,3.442100768,5.0,5.0,2,19.382,30.0,41.0,19.28,2.0,38.764,0,14.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,False,False,True,False,2,True,True,False
RUS,1:30.490,1:30.173,,30.9,97.008396,28.5,Mercedes,RUS,russell,5.0,12.0,60,95.785,98.4,4.400912008,5.0,5.0,1,19.035,40.0,40.0,19.035,1.0,19.035,10,12.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,False,False,True,False,2,True,False,True
SAI,1:30.079,1:29.729,1:28.986,30.9,97.11583,28.5,Ferrari,SAI,sainz,3.0,2.0,60,94.708,95.558,1.574720293,5.0,5.0,1,22.063,27.0,27.0,22.063,1.0,22.063,15,2.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
STR,1:30.441,1:29.996,1:30.676,30.9,97.997566,28.5,Aston Martin,STR,stroll,10.0,0.0,60,96.621,100.3002,7.323264962,5.0,5.0,1,19.074,40.0,40.0,19.074,1.0,19.074,1,10.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
TSU,1:30.485,1:30.031,1:29.932,30.9,96.118307,19.0,AlphaTauri,TSU,tsunoda,12.0,9.0,60,95.962,97.9346,3.0716903,5.0,5.0,2,19.244,11.0,41.0,18.87,2.0,38.488,0,9.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,True,False
VER,1:29.836,1:29.202,1:28.991,30.9,94.58896,28.5,Red Bull Racing,VER,max_verstappen,1.0,3.0,60,94.287,95.0454,1.393153904,5.0,5.0,1,18.798,26.0,26.0,18.798,1.0,18.798,26,3.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,True,False,False,True,3,True,False,True
VET,1:30.677,1:30.214,,30.9,97.879775,27.0,Aston Martin,VET,vettel,17.0,0.0,60,96.781,100.7068,7.500985049,5.0,5.0,2,19.861,41.0,41.0,19.861,1.0,19.861,0,13.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,True,False,False,True,False,2,True,False,True
ZHO,1:31.020,,,30.9,98.2656,6.0,Alfa Romeo,ZHO,zhou,20.0,17.0,60,95.731,98.2656,4.105211054,5.0,5.0,1,,,,,0.0,,0,17.0,Miami Grand Prix,False,5,2022,45.6,33.1,25.94166667,21.6,24.0,74.41666667,4.9,1010.9875,10.2375,2022,race,False,False,True,False,False,1,True,False,False
ALB,1:31.461,,,27.1,98.858843,19.0,Williams,ALB,albon,10.0,15.0,21,99.761,101.4786,2.799090263,5.0,5.0,3,24.81066667,11.0,40.0,24.458,3.0,74.432,1,15.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,False,False,True,False,False,1,True,True,False
ALO,1:31.158,1:30.645,1:30.336,27.1,98.787301,28.5,Aston Martin,ALO,alonso,3.0,5.0,21,99.1,100.342,1.844224498,5.0,5.0,2,25.3345,14.0,34.0,24.869,2.0,50.669,15,5.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:31.504,1:31.443,,27.1,99.35015,28.5,Alfa Romeo,BOT,bottas,8.0,12.0,21,99.397,100.8726,1.930836943,5.0,5.0,2,25.521,11.0,29.0,25.399,2.0,51.042,4,12.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,False,False,True,False,2,True,True,False
DEV,1:32.121,,,27.1,100.196596,28.0,AlphaTauri,DEV,de_vries,14.0,19.0,21,100.373,102.633,4.109476305,5.0,5.0,2,25.126,11.0,27.0,25.018,2.0,50.252,0,19.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,False,False,True,False,False,1,True,True,False
GAS,1:32.181,,,27.1,98.531039,19.0,Alpine,GAS,gasly,9.0,20.0,21,100.438,102.4884,4.006749967,5.0,5.0,3,25.16666667,9.0,40.0,24.736,3.0,75.5,2,20.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,False,False,True,False,False,1,True,True,False
HAM,1:31.543,1:30.513,1:30.384,27.1,98.953207,28.5,Mercedes,HAM,hamilton,5.0,7.0,21,99.166,99.8414,1.369174861,5.0,5.0,2,24.686,12.0,30.0,24.682,2.0,49.372,10,7.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
HUL,1:31.204,1:30.809,,27.1,99.04692,18.66666667,Haas F1 Team,HUL,hulkenberg,15.0,10.0,21,100.484,102.1098,2.931267507,5.0,5.0,3,30.308,11.0,40.0,26.075,3.0,90.924,0,10.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,False,False,True,False,2,True,True,False
LEC,1:31.094,1:30.282,1:30.000,27.1,98.413714,20.0,Ferrari,LEC,leclerc,19.0,3.0,21,98.658,99.0254,0.6768787188,5.0,5.0,2,24.4945,13.0,33.0,24.345,2.0,48.989,0,3.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
MAG,1:31.892,,,27.1,99.29502,28.0,Haas F1 Team,MAG,kevin_magnussen,13.0,17.0,21,100.773,102.9884,3.571249123,5.0,5.0,3,25.30266667,15.0,40.0,25.125,3.0,75.908,0,17.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,False,False,True,False,False,1,True,True,False
NOR,1:31.652,1:31.381,,27.1,99.310883,9.166666667,McLaren,NOR,norris,17.0,11.0,21,99.777,101.701,2.24292744,5.0,5.0,6,32.55566667,10.0,54.0,30.71,6.0,195.334,0,11.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,False,False,True,False,2,True,True,False
OCO,1:31.508,1:30.914,1:30.984,27.1,100.357441,20.5,Alpine,OCO,ocon,18.0,9.0,21,99.543,101.2294,2.669501133,5.0,5.0,4,36.982,12.0,32.0,24.966,3.0,110.946,0,9.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
PER,1:31.479,1:30.746,1:29.846,27.1,98.284811,28.5,Red Bull Racing,PER,perez,2.0,2.0,21,98.404,99.1834,1.066479629,5.0,5.0,2,24.6775,17.0,34.0,24.264,2.0,49.355,18,2.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
PIA,1:32.101,,,27.1,101.7095,13.0,McLaren,PIA,piastri,20.0,18.0,21,100.691,102.263,3.327495304,5.0,5.0,1,,,,,0.0,,0,18.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,False,False,True,False,False,1,True,False,False
RUS,1:31.057,1:30.507,1:30.340,27.1,98.99849,28.5,Mercedes,RUS,russell,7.0,6.0,21,99.093,100.031,1.48506818,5.0,5.0,2,25.734,13.0,31.0,24.406,2.0,51.468,6,6.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
SAI,1:30.993,1:30.515,1:30.154,27.1,98.918981,28.5,Ferrari,SAI,sainz,4.0,4.0,21,98.933,99.5494,1.181518218,5.0,5.0,2,24.3635,13.0,31.0,24.227,2.0,48.727,12,4.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
SAR,1:31.652,,,27.1,99.05316,18.66666667,Williams,SAR,sargeant,12.0,16.0,21,100.349,101.8434,2.80929872,5.0,5.0,3,25.439,12.0,40.0,25.047,3.0,76.317,0,16.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,False,False,True,False,False,1,True,True,False
STR,1:31.184,1:31.127,1:30.836,27.1,99.056433,28.5,Aston Martin,STR,stroll,6.0,8.0,21,99.144,100.6152,2.283998402,5.0,5.0,2,25.044,15.0,30.0,24.639,2.0,50.088,8,8.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
TSU,1:31.400,1:32.510,,27.1,98.83049,19.0,AlphaTauri,TSU,tsunoda,11.0,14.0,21,99.95,101.9904,3.276144808,5.0,5.0,3,25.15233333,10.0,40.0,24.372,3.0,75.457,0,14.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,False,False,True,False,2,True,True,False
VER,1:31.295,1:30.503,1:29.708,27.1,98.068094,28.5,Red Bull Racing,VER,max_verstappen,1.0,1.0,21,97.974,98.202,0.4573986226,5.0,5.0,2,24.5995,14.0,36.0,24.289,2.0,49.199,25,1.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,True,False,False,True,3,True,True,False
ZHO,1:31.615,1:31.473,,27.1,99.98038,18.66666667,Alfa Romeo,ZHO,zhou,16.0,13.0,21,100.596,102.3642,3.416086313,5.0,5.0,3,27.07866667,12.0,54.0,25.282,3.0,81.236,0,13.0,Bahrain Grand Prix,False,1,2023,30.6,32.2,24.76666667,17.4,24.0,37.91666667,0.0,1018.795833,8.4375,2023,race,True,False,False,True,False,2,True,True,False
ALB,1:29.994,,,26.4,100.790541,13.5,Williams,ALB,albon,19.0,17.0,55,96.913,99.1974,3.882071135,5.0,5.0,2,21.397,17.0,17.0,21.397,1.0,21.397,0,17.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,False,False,True,False,False,1,True,False,True
ALO,1:29.298,1:28.757,1:28.730,26.4,94.095723,25.0,Aston Martin,ALO,alonso,3.0,2.0,55,94.92,95.8284,0.8819514159,5.0,5.0,1,26.879,18.0,18.0,26.879,1.0,26.879,15,3.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
BOT,1:29.929,1:29.668,,26.4,97.844604,12.25,Alfa Romeo,BOT,bottas,18.0,14.0,55,96.597,99.0278,3.772390316,5.0,5.0,3,21.83466667,9.0,35.0,21.505,3.0,65.504,0,14.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,False,False,True,False,2,True,True,False
DEV,1:30.244,,,26.4,97.782145,25.0,AlphaTauri,DEV,de_vries,14.0,18.0,55,96.847,99.6544,4.292796443,5.0,5.0,1,21.116,17.0,17.0,21.116,1.0,21.116,0,18.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,False,False,True,False,False,1,True,False,True
GAS,1:29.890,1:29.411,1:29.357,26.4,97.177234,25.0,Alpine,GAS,gasly,9.0,9.0,55,95.973,97.5072,2.642811325,5.0,5.0,1,20.719,14.0,14.0,20.719,1.0,20.719,2,10.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
HAM,1:29.689,1:29.374,1:29.223,26.4,94.768808,25.0,Mercedes,HAM,hamilton,5.0,7.0,55,95.867,97.3968,2.092772013,5.0,5.0,1,21.102,18.0,18.0,21.102,1.0,21.102,10,8.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
HUL,1:29.547,1:29.451,,26.4,98.603395,25.0,Haas F1 Team,HUL,hulkenberg,12.0,10.0,55,96.538,98.6614,3.441756862,5.0,5.0,1,21.567,11.0,11.0,21.567,1.0,21.567,0,11.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,False,False,True,False,2,True,False,True
LEC,1:29.376,1:28.903,1:28.420,26.4,96.761531,25.0,Ferrari,LEC,leclerc,7.0,12.0,55,95.825,97.6368,3.198734312,5.0,5.0,1,20.026,16.0,16.0,20.026,1.0,20.026,6,2.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
MAG,1:29.744,1:29.634,,26.4,98.49102,25.0,Haas F1 Team,MAG,kevin_magnussen,10.0,13.0,55,96.796,98.621,3.400272636,5.0,5.0,1,20.87,8.0,8.0,20.87,1.0,20.87,1,13.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,False,False,True,False,2,True,False,True
NOR,1:30.447,,,26.4,97.302152,16.66666667,McLaren,NOR,norris,17.0,19.0,55,95.929,105.0966,11.19517639,5.0,5.0,2,25.398,2.0,19.0,21.352,2.0,50.796,0,19.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,False,False,True,False,False,1,True,True,False
OCO,1:29.707,1:29.255,1:29.078,26.4,96.835468,25.0,Alpine,OCO,ocon,8.0,6.0,55,95.729,96.979,1.893439595,5.0,5.0,1,20.762,16.0,16.0,20.762,1.0,20.762,4,7.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
PER,1:29.244,1:28.635,1:28.265,26.4,93.54051,25.0,Red Bull Racing,PER,perez,1.0,1.0,55,94.829,95.7032,0.9888888714,5.0,5.0,1,20.715,18.0,18.0,20.715,1.0,20.715,25,1.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
PIA,1:29.706,1:29.378,1:29.243,26.4,98.497,25.0,McLaren,PIA,piastri,15.0,8.0,55,95.512,103.7734,12.79392578,5.0,5.0,1,31.534,1.0,1.0,31.534,1.0,31.534,0,9.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
RUS,1:29.592,1:29.132,1:28.857,26.4,94.371914,25.0,Mercedes,RUS,russell,4.0,3.0,55,95.3,96.217,1.396137529,5.0,5.0,1,20.828,18.0,18.0,20.828,1.0,20.828,12,4.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
SAI,1:29.411,1:28.957,1:28.931,26.4,96.688319,25.0,Ferrari,SAI,sainz,6.0,4.0,55,95.354,96.4422,1.737580415,5.0,5.0,1,20.76,15.0,15.0,20.76,1.0,20.76,8,5.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,True,True,False,False,True,3,True,False,True
SAR,2:08.510,,,26.4,97.548416,25.0,Williams,SAR,sargeant,16.0,20.0,55,96.844,99.4824,4.485034259,5.0,5.0,1,21.064,18.0,18.0,21.064,1.0,21.064,0,20.0,Saudi Arabian Grand Prix,False,2,2023,31.7,30.6,24.85416667,18.8,24.0,48.25,0.0,1011.575,16.26666667,2023,race,False,False,True,False,False,1,True,False,True
